Entry_Time(JST),Exit_Time(JST),Symbol,PnL_USD,PnL_Percent,Win_Loss,Side,Leverage,Entry_Price,Exit_Price,Quantity
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-33.09012,6.491743949332685,loss,SHORT,,58.94666666666664,55.12,2.8
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-36.517311,6.491743949332662,loss,SHORT,,58.94666666666662,55.12,3.09
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-82.488942,6.491743949332673,loss,SHORT,,58.94666666666663,55.12,6.98
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-118.179,6.491743949332673,loss,SHORT,,58.94666666666663,55.12,10.0
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-154.105416,6.491743949332673,loss,SHORT,,58.94666666666663,55.12,13.04
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-210.35862,6.491743949332662,loss,SHORT,,58.94666666666662,55.12,17.8
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-213.313095,6.491743949332662,loss,SHORT,,58.94666666666662,55.12,18.05
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-279.966051,6.491743949332662,loss,SHORT,,58.94666666666662,55.12,23.69
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-709.074,6.491743949332662,loss,SHORT,,58.94666666666662,55.12,60.0
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-2019.915468,6.491743949332651,loss,SHORT,,58.946666666666616,55.12,170.92
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-2363.58,6.491743949332651,loss,SHORT,,58.946666666666616,55.12,200.0
2026-05-21 15:22:56,2026-05-23 04:30:25,HYPE,-2956.602222,6.491743949332651,loss,SHORT,,58.946666666666616,55.12,38.42999999999998
2026-05-22 15:41:26,2026-05-27 14:24:47,ZEC,280.986621,13.207330727609556,win,SHORT,,654.0529341463416,567.67,2.71
2026-05-22 15:41:26,2026-05-27 14:24:47,ZEC,340.893679,13.196628229945295,win,SHORT,,654.0529341463416,567.74,3.29
2026-05-22 15:41:26,2026-05-27 22:46:29,ZEC,72.198174,12.27162664610615,win,SHORT,,654.0529341463415,573.79,0.74
2026-05-23 05:23:20,2026-05-30 21:55:03,HYPE,-12261.855128,-17.005447144346064,loss,SHORT,,58.11695238095237,68.0,575.92
2026-05-23 05:23:20,2026-05-30 21:55:03,HYPE,-4.683998,-17.005447144346064,loss,SHORT,,58.11695238095237,68.0,0.22
2026-05-23 05:23:20,2026-05-30 21:55:03,HYPE,-31312.739539,-17.005447144346064,loss,SHORT,,58.11695238095238,68.0,1470.71
2026-05-23 05:23:20,2026-05-30 21:55:03,HYPE,-8.51636,-17.005447144346064,loss,SHORT,,58.11695238095238,68.0,0.4
2026-05-23 05:23:20,2026-05-30 21:55:03,HYPE,-153.933207,-17.005447144346064,loss,SHORT,,58.11695238095238,68.0,7.23
2026-05-23 05:23:20,2026-05-30 21:55:03,HYPE,-781.801848,-17.005447144346064,loss,SHORT,,58.11695238095238,68.0,36.72
2026-05-23 05:23:20,2026-05-30 21:55:03,HYPE,-1038.99592,-17.005447144346064,loss,SHORT,,58.11695238095238,68.0,48.8
2026-05-23 05:23:20,2026-05-30 21:55:03,HYPE,-23610.969373,-17.005447144346064,loss,SHORT,,58.11695238095237,68.0,1108.97
2026-05-23 05:23:20,2026-05-30 21:55:03,HYPE,-4247.321641,-17.005447144346064,loss,SHORT,,58.11695238095237,68.0,199.49
2026-05-23 05:23:20,2026-05-30 21:55:03,HYPE,-7348.979953,-17.005447144346064,loss,SHORT,,58.11695238095238,68.0,345.17
2026-05-23 05:23:20,2026-05-30 21:55:03,HYPE,-950.638685,-17.005447144346064,loss,SHORT,,58.11695238095237,68.0,44.65
2026-05-23 05:23:20,2026-06-04 17:14:57,HYPE,-20715.524739,-15.284778803988019,loss,SHORT,,58.11695238095238,67.0,2727.27
2026-05-23 05:23:20,2026-06-04 17:15:05,HYPE,-20618.005266,-15.19702471862976,loss,SHORT,,58.11695238095238,66.949,2732.78
2026-05-23 05:23:20,2026-06-04 17:15:05,HYPE,-20522.662063,-15.110991301611865,loss,SHORT,,58.11695238095238,66.899,2738.29
2026-05-23 05:23:20,2026-06-04 17:15:05,HYPE,-1335.846402,-15.023237216253605,loss,SHORT,,58.11695238095238,66.848,179.46
2026-05-23 05:23:20,2026-06-04 17:15:17,HYPE,-5599.746636,-15.023237216253627,loss,SHORT,,58.11695238095236,66.848,752.28
2026-05-23 05:23:20,2026-06-04 17:15:19,HYPE,-13488.431022,-15.023237216253627,loss,SHORT,,58.11695238095236,66.848,1812.06
2026-05-23 05:23:20,2026-06-04 17:15:25,HYPE,-20327.573347,-14.937203799235732,loss,SHORT,,58.11695238095237,66.798,2749.31
2026-05-23 05:23:20,2026-06-04 17:15:27,HYPE,-20227.816814,-14.849449713877473,loss,SHORT,,58.11695238095236,66.747,2754.82
2026-05-23 05:23:20,2026-06-04 17:15:27,HYPE,-8650.892448,-14.7634162968596,loss,SHORT,,58.11695238095235,66.697,715.4500000000053
2026-06-05 07:02:13,2026-06-05 07:32:02,HYPE,-7040.447505,1.5675149819093792,loss,SHORT,,65.27316666666668,64.25,1500.0
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,117.47525,4.462404411978138,win,SHORT,,64.89277819733297,61.997,321.85
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,183.37235,4.462404411978138,win,SHORT,,64.89277819733297,61.997,502.39
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,218.3576,4.462404411978138,win,SHORT,,64.89277819733297,61.997,598.24
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,53.2462,4.462404411978138,win,SHORT,,64.89277819733297,61.997,145.88
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,31.8572,4.462404411978138,win,SHORT,,64.89277819733297,61.997,87.28
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,73.61685,4.462404411978138,win,SHORT,,64.89277819733297,61.997,201.69
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,7.446,4.462404411978138,win,SHORT,,64.89277819733297,61.997,20.4
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,13.44295,4.462404411978138,win,SHORT,,64.89277819733297,61.997,36.83
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,39.56965,4.46240441197816,win,SHORT,,64.89277819733299,61.997,108.41
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,28.31305,4.46240441197816,win,SHORT,,64.89277819733299,61.997,77.57
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,117.2964,4.46240441197816,win,SHORT,,64.89277819733299,61.997,321.36
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,45.7491,4.46240441197816,win,SHORT,,64.89277819733299,61.997,125.34
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,49.8736,4.462404411978138,win,SHORT,,64.89277819733297,61.997,136.64
2026-06-05 07:49:38,2026-06-05 13:41:48,HYPE,19.85965,4.462404411978138,win,SHORT,,64.89277819733297,61.997,54.41
2026-06-05 07:49:38,2026-06-05 13:41:51,HYPE,30.93306,4.542536595318902,win,SHORT,,64.89277819733297,61.945,74.18
2026-06-05 07:49:38,2026-06-05 13:41:51,HYPE,125.1,4.542536595318902,win,SHORT,,64.89277819733297,61.945,300.0
2026-06-05 07:49:38,2026-06-05 13:41:51,HYPE,6.93888,4.542536595318913,win,SHORT,,64.89277819733299,61.945,16.64
2026-06-05 07:49:38,2026-06-05 13:41:51,HYPE,556.50735,4.542536595318913,win,SHORT,,64.89277819733299,61.945,1334.55
2026-06-05 07:49:38,2026-06-05 13:42:11,HYPE,203.80041,4.542536595318913,win,SHORT,,64.89277819733299,61.945,488.73
2026-06-05 07:49:38,2026-06-05 13:42:17,HYPE,220.8849,4.542536595318936,win,SHORT,,64.892778197333,61.945,529.7
2026-06-05 07:49:38,2026-06-05 13:42:17,HYPE,19.10376,4.621127775133893,win,SHORT,,64.89277819733299,61.894,40.82
2026-06-05 07:49:38,2026-06-05 13:42:17,HYPE,429.23556,4.621127775133893,win,SHORT,,64.89277819733299,61.894,917.17
2026-06-05 07:49:38,2026-06-05 13:42:17,HYPE,1.51632,4.621127775133893,win,SHORT,,64.89277819733299,61.894,3.24
2026-06-05 07:49:38,2026-06-05 13:42:20,HYPE,449.1396,4.621127775133893,win,SHORT,,64.89277819733299,61.894,959.7
2026-06-05 07:49:38,2026-06-05 13:42:20,HYPE,17.784,4.621127775133893,win,SHORT,,64.89277819733299,61.894,38.0
2026-06-05 07:49:38,2026-06-05 13:42:26,HYPE,0.2808,4.621127775133893,win,SHORT,,64.89277819733299,61.894,0.6
2026-06-05 07:49:38,2026-06-05 13:42:27,HYPE,0.08892,4.621127775133893,win,SHORT,,64.89277819733299,61.894,0.19
2026-06-05 07:49:38,2026-06-05 13:42:27,HYPE,7.02,4.621127775133893,win,SHORT,,64.89277819733299,61.894,15.0
2026-06-05 07:49:38,2026-06-05 13:42:28,HYPE,0.01404,4.621127775133893,win,SHORT,,64.89277819733299,61.894,0.03
2026-06-05 07:49:38,2026-06-05 13:42:29,HYPE,0.17784,4.621127775133893,win,SHORT,,64.89277819733299,61.894,0.38
2026-06-05 07:49:38,2026-06-05 13:42:29,HYPE,9.35532,4.621127775133882,win,SHORT,,64.89277819733297,61.894,19.99
2026-06-05 07:49:38,2026-06-05 13:42:29,HYPE,4.01076,4.621127775133882,win,SHORT,,64.89277819733297,61.894,8.57
2026-06-05 07:49:38,2026-06-05 13:42:29,HYPE,135.62172,4.621127775133882,win,SHORT,,64.89277819733297,61.894,289.79
2026-06-05 07:49:38,2026-06-05 13:42:29,HYPE,1.51164,4.621127775133893,win,SHORT,,64.89277819733299,61.894,3.23
2026-06-05 07:49:38,2026-06-05 13:42:29,HYPE,211.8168,4.621127775133893,win,SHORT,,64.89277819733299,61.894,452.6
2026-06-05 07:49:38,2026-06-05 13:43:16,HYPE,103.1368,4.701259958474657,win,SHORT,,64.89277819733299,61.842,198.34
2026-06-05 07:49:38,2026-06-05 13:43:16,HYPE,192.8212,4.701259958474657,win,SHORT,,64.89277819733299,61.842,370.81
2026-06-05 07:49:38,2026-06-05 13:43:16,HYPE,105.9916,4.701259958474635,win,SHORT,,64.89277819733297,61.842,203.83
2026-06-05 07:49:38,2026-06-05 13:43:16,HYPE,226.72,4.701259958474635,win,SHORT,,64.89277819733297,61.842,436.0
2026-06-05 07:49:38,2026-06-05 13:43:16,HYPE,24.1072,4.701259958474635,win,SHORT,,64.89277819733297,61.842,46.36
2026-06-05 07:49:38,2026-06-05 13:43:16,HYPE,8.4084,4.701259958474635,win,SHORT,,64.89277819733297,61.842,16.17
2026-06-05 07:49:38,2026-06-05 13:43:16,HYPE,771.3212,4.701259958474635,win,SHORT,,64.89277819733297,61.842,1483.31
2026-06-05 07:49:38,2026-06-05 13:43:16,HYPE,206.06819,4.779851138289615,win,SHORT,,64.89277819733297,61.791,360.89
2026-06-05 07:49:38,2026-06-05 13:43:16,HYPE,230.93524,4.779851138289615,win,SHORT,,64.89277819733297,61.791,404.44
2026-06-05 07:49:38,2026-06-05 13:43:16,HYPE,33.02664,4.779851138289615,win,SHORT,,64.89277819733297,61.791,57.84
2026-06-05 07:49:38,2026-06-05 13:43:16,HYPE,360.83203,4.779851138289592,win,SHORT,,64.89277819733296,61.791,631.93
2026-06-05 07:49:38,2026-06-05 13:43:17,HYPE,658.6485,4.779851138289615,win,SHORT,,64.89277819733297,61.791,1153.5
2026-06-05 07:49:38,2026-06-05 13:43:17,HYPE,86.63783,4.779851138289615,win,SHORT,,64.89277819733297,61.791,151.73
2026-06-05 07:49:38,2026-06-05 13:43:22,HYPE,354.71751,4.859983321630379,win,SHORT,,64.89277819733297,61.739,569.37
2026-06-05 07:49:38,2026-06-05 13:43:27,HYPE,436.68562,4.859983321630401,win,SHORT,,64.89277819733299,61.739,700.94
2026-06-05 07:49:38,2026-06-05 13:43:31,HYPE,35.99071,4.859983321630401,win,SHORT,,64.89277819733299,61.739,57.77
2026-06-05 07:49:38,2026-06-05 13:43:33,HYPE,734.38617,4.859983321630401,win,SHORT,,64.89277819733299,61.739,1178.79
2026-06-05 07:49:38,2026-06-05 13:43:33,HYPE,9.73749,4.859983321630401,win,SHORT,,64.89277819733299,61.739,15.63
2026-06-05 07:49:38,2026-06-05 13:43:33,HYPE,39.14309,4.859983321630379,win,SHORT,,64.89277819733297,61.739,62.83
2026-06-05 07:49:38,2026-06-05 13:43:35,HYPE,112.45773,4.859983321630401,win,SHORT,,64.89277819733299,61.739,180.51
2026-06-05 07:49:38,2026-06-05 13:44:44,HYPE,156.25342,4.93857450144537,win,SHORT,,64.89277819733299,61.688,231.83
2026-06-05 07:49:38,2026-06-05 13:44:44,HYPE,230.31254,4.93857450144537,win,SHORT,,64.89277819733299,61.688,341.71
2026-06-05 07:49:38,2026-06-05 13:44:44,HYPE,339.46684,4.9385745014453475,win,SHORT,,64.89277819733297,61.688,503.66
2026-06-05 07:49:38,2026-06-05 13:44:44,HYPE,500.35738,4.93857450144537,win,SHORT,,64.89277819733299,61.688,742.37
2026-06-05 07:49:38,2026-06-05 13:44:45,HYPE,281.41522,4.938574501445392,win,SHORT,,64.892778197333,61.688,417.53
2026-06-05 07:49:38,2026-06-05 13:44:45,HYPE,200.18474,4.93857450144537,win,SHORT,,64.89277819733299,61.688,297.01
2026-06-05 07:49:38,2026-06-05 13:44:45,HYPE,159.89302,4.93857450144537,win,SHORT,,64.89277819733299,61.688,237.23
2026-06-05 07:49:38,2026-06-05 13:45:00,HYPE,93.69756,5.018706684786123,win,SHORT,,64.89277819733299,61.636,129.06
2026-06-05 07:49:38,2026-06-05 13:46:19,HYPE,1922.29554,5.018706684786123,win,SHORT,,64.89277819733299,61.636,2647.79
2026-06-05 07:49:38,2026-06-05 13:46:22,HYPE,6.68997,5.097297864601103,win,SHORT,,64.89277819733299,61.585,8.61
2026-06-05 07:49:38,2026-06-05 13:46:22,HYPE,23.31,5.097297864601103,win,SHORT,,64.89277819733299,61.585,30.0
2026-06-05 07:49:38,2026-06-05 13:46:22,HYPE,155.4,5.097297864601103,win,SHORT,,64.89277819733299,61.585,200.0
2026-06-05 07:49:38,2026-06-05 13:46:22,HYPE,155.4,5.097297864601103,win,SHORT,,64.89277819733299,61.585,200.0
2026-06-05 07:49:38,2026-06-05 13:46:22,HYPE,155.4,5.097297864601124,win,SHORT,,64.892778197333,61.585,200.0
2026-06-05 07:49:38,2026-06-05 13:46:22,HYPE,191.39841,5.097297864601124,win,SHORT,,64.892778197333,61.585,246.33
2026-06-05 07:49:38,2026-06-05 13:46:32,HYPE,22.29213,5.097297864601124,win,SHORT,,64.892778197333,61.585,28.69
2026-06-05 07:49:38,2026-06-05 13:46:32,HYPE,21.72492,5.097297864601124,win,SHORT,,64.892778197333,61.585,27.96
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,571.85646,5.097297864601124,win,SHORT,,64.892778197333,61.585,735.98
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,43.55085,5.097297864601124,win,SHORT,,64.892778197333,61.585,56.05
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,95.0271,5.097297864601124,win,SHORT,,64.892778197333,61.585,122.3
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,6.20823,5.097297864601124,win,SHORT,,64.892778197333,61.585,7.99
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,121.07214,5.097297864601124,win,SHORT,,64.892778197333,61.585,155.82
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,1.56177,5.097297864601124,win,SHORT,,64.892778197333,61.585,2.01
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,12.76611,5.097297864601124,win,SHORT,,64.892778197333,61.585,16.43
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,249.60348,5.097297864601124,win,SHORT,,64.892778197333,61.585,321.24
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,34.61535,5.097297864601124,win,SHORT,,64.892778197333,61.585,44.55
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,19.23075,5.097297864601124,win,SHORT,,64.892778197333,61.585,24.75
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,3.885,5.097297864601124,win,SHORT,,64.892778197333,61.585,5.0
2026-06-05 07:49:38,2026-06-05 13:46:33,HYPE,270.90105,5.097297864601124,win,SHORT,,64.892778197333,61.585,348.65
2026-06-05 07:49:38,2026-06-05 13:47:39,HYPE,54.89638,5.177430047941889,win,SHORT,,64.892778197333,61.533,66.22
2026-06-05 07:49:38,2026-06-05 13:47:39,HYPE,22.59025,5.177430047941911,win,SHORT,,64.89277819733302,61.533,27.25
2026-06-05 07:49:38,2026-06-05 13:47:39,HYPE,58.56885,5.177430047941911,win,SHORT,,64.89277819733302,61.533,70.65
2026-06-05 07:49:38,2026-06-05 13:47:39,HYPE,61.95117,5.177430047941911,win,SHORT,,64.89277819733302,61.533,74.73
2026-06-05 07:49:38,2026-06-05 13:47:39,HYPE,42.80956,5.177430047941911,win,SHORT,,64.89277819733302,61.533,51.64
2026-06-05 07:49:38,2026-06-05 13:47:39,HYPE,266.89655,5.177430047941911,win,SHORT,,64.89277819733302,61.533,321.95
2026-06-05 07:49:38,2026-06-05 13:47:39,HYPE,88.2885,5.177430047941911,win,SHORT,,64.89277819733302,61.533,106.5
2026-06-05 07:49:38,2026-06-05 13:47:39,HYPE,833.3937,5.177430047941911,win,SHORT,,64.89277819733302,61.533,1005.3
2026-06-05 07:49:38,2026-06-05 13:47:39,HYPE,881.74927,5.177430047941889,win,SHORT,,64.892778197333,61.533,1063.63
2026-06-05 07:49:38,2026-06-05 13:48:24,HYPE,314.0456,5.256021227756868,win,SHORT,,64.892778197333,61.482,356.87
2026-06-05 07:49:38,2026-06-05 13:48:24,HYPE,102.9336,5.256021227756868,win,SHORT,,64.892778197333,61.482,116.97
2026-06-05 07:49:38,2026-06-05 13:48:24,HYPE,0.22,5.256021227756868,win,SHORT,,64.892778197333,61.482,0.25
2026-06-05 07:49:38,2026-06-05 13:48:24,HYPE,7.1984,5.256021227756868,win,SHORT,,64.892778197333,61.482,8.18
2026-06-05 07:49:38,2026-06-05 13:48:24,HYPE,0.22,5.256021227756868,win,SHORT,,64.892778197333,61.482,0.25
2026-06-05 07:49:38,2026-06-05 13:48:25,HYPE,36.2648,5.256021227756868,win,SHORT,,64.892778197333,61.482,41.21
2026-06-05 07:49:38,2026-06-05 13:48:25,HYPE,208.7096,5.256021227756868,win,SHORT,,64.892778197333,61.482,237.17
2026-06-05 07:49:38,2026-06-05 13:48:25,HYPE,14.7488,5.256021227756868,win,SHORT,,64.892778197333,61.482,16.76
2026-06-05 07:49:38,2026-06-05 13:48:25,HYPE,90.6312,5.256021227756847,win,SHORT,,64.89277819733299,61.482,102.99
2026-06-05 07:49:38,2026-06-05 13:48:25,HYPE,102.9336,5.256021227756868,win,SHORT,,64.892778197333,61.482,116.97
2026-06-05 07:49:38,2026-06-05 13:48:25,HYPE,176.0,5.256021227756868,win,SHORT,,64.892778197333,61.482,200.0
2026-06-05 07:49:38,2026-06-05 13:48:25,HYPE,5.632,5.256021227756868,win,SHORT,,64.892778197333,61.482,6.4
2026-06-05 07:49:38,2026-06-05 13:48:26,HYPE,735.5744,5.256021227756891,win,SHORT,,64.89277819733302,61.482,835.88
2026-06-05 07:49:38,2026-06-05 13:48:26,HYPE,10.56,5.256021227756891,win,SHORT,,64.89277819733302,61.482,12.0
2026-06-05 07:49:38,2026-06-05 13:48:26,HYPE,0.264,5.256021227756868,win,SHORT,,64.892778197333,61.482,0.3
2026-06-05 07:49:38,2026-06-05 13:48:26,HYPE,295.856,5.256021227756868,win,SHORT,,64.892778197333,61.482,336.2
2026-06-05 07:49:38,2026-06-05 13:48:26,HYPE,150.4008,5.256021227756868,win,SHORT,,64.892778197333,61.482,170.91
2026-06-05 07:49:38,2026-06-05 13:48:26,HYPE,60.6936,5.256021227756868,win,SHORT,,64.892778197333,61.482,68.97
2026-06-05 07:49:38,2026-06-05 13:48:26,HYPE,21.2784,5.256021227756868,win,SHORT,,64.892778197333,61.482,24.18
2026-06-05 07:49:38,2026-06-05 13:48:26,HYPE,48.8488,5.256021227756868,win,SHORT,,64.892778197333,61.482,55.51
2026-06-05 07:49:38,2026-06-05 13:48:26,HYPE,58.08,5.256021227756868,win,SHORT,,64.892778197333,61.482,66.0
2026-06-05 07:49:38,2026-06-05 13:48:26,HYPE,17.0808,5.256021227756868,win,SHORT,,64.892778197333,61.482,19.41
2026-06-05 07:49:38,2026-06-05 13:48:28,HYPE,2608.56548,5.336153411097621,win,SHORT,,64.892778197333,61.43,2798.89
2026-06-05 07:49:38,2026-06-05 13:48:56,HYPE,2756.7252,5.414744590912601,win,SHORT,,64.892778197333,61.379,2804.4
2026-06-05 07:49:38,2026-06-05 13:49:03,HYPE,2908.25685,5.494876774253365,win,SHORT,,64.892778197333,61.327,2809.91
2026-06-05 07:49:38,2026-06-05 13:49:35,HYPE,2088.2151,5.573467954068356,win,SHORT,,64.89277819733302,61.276,1922.85
2026-06-05 07:49:38,2026-06-05 13:49:35,HYPE,1.66158,5.573467954068356,win,SHORT,,64.89277819733302,61.276,1.53
2026-06-05 07:49:38,2026-06-05 13:49:36,HYPE,19.66746,5.573467954068356,win,SHORT,,64.89277819733302,61.276,18.11
2026-06-05 07:49:38,2026-06-05 13:49:37,HYPE,7.40652,5.573467954068356,win,SHORT,,64.89277819733302,61.276,6.82
2026-06-05 07:49:38,2026-06-05 13:49:38,HYPE,1.1403,5.573467954068356,win,SHORT,,64.89277819733302,61.276,1.05
2026-06-05 07:49:38,2026-06-05 13:49:38,HYPE,3.32316,5.573467954068356,win,SHORT,,64.89277819733302,61.276,3.06
2026-06-05 07:49:38,2026-06-05 13:49:38,HYPE,7.8735,5.573467954068356,win,SHORT,,64.89277819733302,61.276,7.25
2026-06-05 07:49:38,2026-06-05 13:49:38,HYPE,27.15,5.573467954068356,win,SHORT,,64.89277819733302,61.276,25.0
2026-06-05 07:49:38,2026-06-05 13:49:38,HYPE,67.07136,5.573467954068356,win,SHORT,,64.89277819733302,61.276,61.76
2026-06-05 07:49:38,2026-06-05 13:49:38,HYPE,217.2,5.573467954068356,win,SHORT,,64.89277819733302,61.276,200.0
2026-06-05 07:49:38,2026-06-05 13:49:38,HYPE,616.83714,5.573467954068356,win,SHORT,,64.89277819733302,61.276,567.99
2026-06-05 07:49:38,2026-06-05 13:49:41,HYPE,389.63982,5.653600137409132,win,SHORT,,64.89277819733302,61.224,342.39
